,texto,sentiment,probabilities
1662,"Solo está se acomodando em Maceió, diz Braskem Risco de colapso da mina 18 ainda está presente, mas há indicativos de que deslocamento será mais gradual",1,"[[0.002345380373299122, 0.996324360370636, 0.0013301874278113246]]"
1663,"Solteiro, casado ou divorciado: veja quem mais demora a quitar dívidas Maioria dos devedores é solteira (44%), seguido de casados (42%), divorciados (12%) e, por fim, viúvos (2%) ",1,"[[0.0021393338683992624, 0.9969898462295532, 0.0008707820088602602]]"
1664,"Startup ESG recebe aporte de R$ 22 milhões de Totvs, Vibra, Banco BV e fundos A DEEP faz monitoramento de indicadores ESG, em especial, de emissões poluentes. Dinheiro será usado para investir em pesquisa e expandir funcionalidades para atender a novas demandas regulatórias",1,"[[0.0004665395535994321, 0.8573160767555237, 0.14221738278865814]]"
1665,Startups reforçam combate ao desperdício de alimentos Novatas conectam redes do comércio para promover o Natal sem fome,2,"[[0.0004788314108736813, 0.03820496425032616, 0.9613162279129028]]"
1666,Stone e Pagseguro valem 90% menos após Pix e maior concorrência As duas empresas — que juntas já chegaram a valer US$ 50 bilhões e atraíram investidores como Warren Buffett e Jack Ma — estão agora avaliadas em apenas cerca de um décimo desse valor,1,"[[0.001423972542397678, 0.9476674199104309, 0.05090858042240143]]"
1667,"Stone projeta lucro líquido ajustado de mais de R$ 4,3 bilhões em 2027 Mensagem é a de que a Stone não é mais apenas uma companhia de pagamentos e que terá cada vez mais os produtos bancários, de crédito e software como diferenciais",1,"[[0.0003167647519148886, 0.9945095181465149, 0.00517375348135829]]"
1668,"Superapp citado por Campos Neto é o próximo passo do open finance; entenda Em breve, brasileiros vão utilizar apenas um aplicativo para realizar todas as suas transações financeiras com diferentes instituições",1,"[[0.00010443133942317218, 0.9994279742240906, 0.00046748100430704653]]"
1669,"Supermercado de calçados, Studio Z chega a R$ 1 bilhão de receita em 2022 O faturamento bilionário é reflexo de ganhos de eficiência operacional, redução de custos e aumento de 9,5% das vendas de pares de calçados",2,"[[0.0003863226738758385, 0.002628844929859042, 0.9969847798347473]]"
1670,Superquarta tem decisões do Copom e do Fed de olho em 2024 Movimentos de hoje são consenso; atenção dos investidores estará voltada a próximos passos dos bancos centrais,1,"[[0.0006190456333570182, 0.5884734392166138, 0.41090747714042664]]"
1671,Suposta sabedoria de Wall Street sobre vender na crise é questionada Estudo de acadêmicos da Columbia Business School e do Banco Central Europeu (BCE) sugere que investidor de varejo não é o tipo mais propenso a fugir em momentos de tensão nos mercados,1,"[[0.3048990070819855, 0.6866286993026733, 0.00847228616476059]]"
1672,Surpresa com inflação nos EUA dá apoio às bolsas de NY Expectativa de que ciclo de elevação de juros pelo Federal Reserve chegou ao fim se consolida e sustenta mercado acionário,2,"[[0.0003910095547325909, 0.006253235507756472, 0.9933557510375977]]"
1673,Só o Supremo salva a Petrobras É um escárnio que a Petrobras pretenda mudar seu estatuto com base em uma liminar que suspendeu provisoriamente a vigência de certos artigos da Lei das Estatais ,1,"[[0.0030322966631501913, 0.9942067861557007, 0.002760849194601178]]"
1674,TJRJ responsabiliza marketplaces por ICMS não recolhido por lojistas Órgão Especial considera constitucional lei editada pelo governo fluminense,1,"[[0.0003804685256909579, 0.9991113543510437, 0.0005082606221549213]]"
1675,"TRT decide que programa de trainees só para negros do Magazine Luiza não é discriminatório Decisão, tomada ontem pelos desembargadores, manteve sentença favorável à varejista",1,"[[0.00926246214658022, 0.9878145456314087, 0.0029229915235191584]]"
1676,TSE se arma contra fraudes nas eleições Veja o que foi destaque na newsletter de inteligência artificial do Valor desta semana,1,"[[0.04360223188996315, 0.9507846832275391, 0.005613108165562153]]"
1677,Tamanho da contabilidade criativa na Americanas surpreende gestores Rombo de R$ 20 bilhões caiu como uma bomba para gestores de recursos que acompanham as ações e papéis de dívida da empresa,0,"[[0.9833325147628784, 0.012092105112969875, 0.004575374536216259]]"
1678,"Taxa de juros real basicamente caiu igual à Selic, diz Campos Neto Segundo o presidente do BC, em relação à média histórica, os juros reais “estão bem mais baixos”",0,"[[0.968445360660553, 0.029590440914034843, 0.00196421449072659]]"
1679,"Taxa do crédito imobiliário recua só em 2024 Mesmo com ciclo de cortes da Selic já em andamento, perspectiva é que os custos de empréstimos habitacionais possam cair apenas a partir do segundo trimestre",0,"[[0.6148784160614014, 0.38168707489967346, 0.003434486221522093]]"
1680,"Taxa futura sobe com inflação e exterior No Ibovespa, ações ligadas à economia doméstica são destaque; dólar tem alta e fecha a R$ 5,1117",0,"[[0.9110197424888611, 0.08750233799219131, 0.0014778609620407224]]"
1681,"Taxas de Treasuries têm dia de baixa após indicadores Dados reforçaram percepção dos investidores de que o Federal Reserve deve adotar postura menos restritiva; S&P 500 subiu 0,12%",0,"[[0.985742449760437, 0.012074349448084831, 0.002183259930461645]]"
1682,"Taxas de juros desabam após Copom e dão apoio ao Ibovespa Leitura de que Selic deve ser mantida em 13,75% predomina e sustenta rali de ativos de risco",1,"[[0.12933316826820374, 0.846435546875, 0.024231238290667534]]"
1683,"Taxas de juros fecham perto da estabilidade, em linha com exterior  ",1,"[[0.0001458291953895241, 0.9994699358940125, 0.00038430109270848334]]"
1684,Taxas de juros se afastam das mínimas e têm leve alta com piora externa ,1,"[[0.0023303295020014048, 0.996347963809967, 0.0013216632651165128]]"
1685,"Taxas dos Treasuries sobem em dia de liquidez fraca nas bolsas de Nova York Movimento da renda fixa coloca pressão sobre parte do mercado acionário americano, em especial sobre ações do setor de tecnologia",0,"[[0.9888675808906555, 0.010572296567261219, 0.0005601334851235151]]"
1686,"Taxas dos Treasuries têm forte queda após indicadores; bolsas de NY recuam em meio a balanços Os dados mostraram arrefecimento da atividade e do mercado de trabalho no país, o que sugere uma política monetária mais branda do Federal Reserve (Fed)",0,"[[0.8538213968276978, 0.12611034512519836, 0.020068300887942314]]"
1687,"Taxas fecham em leve alta, com ajuste, exterior, Campos Neto e leilão ",1,"[[0.0002289784315507859, 0.9985094666481018, 0.0012615054147318006]]"
1688,"Tebet diz que reforma tributária nunca esteve tão madura como neste ano Segundo ministra, reforma não sai em menos de seis meses, mas governo não pode “dar prazo”",1,"[[0.004912101197987795, 0.9919860363006592, 0.0031017777509987354]]"
1689,"Telefônica Brasil e TIM Brasil seriam impactadas com fim de juros sobre capital próprio, diz BTG O setor de telecomunicações seria um dos mais afetados pelo fim do instrumento, segundo o banco",1,"[[0.044585876166820526, 0.9532530903816223, 0.002161079552024603]]"
1690,Temores com economia da China tira brilho do Dia dos Solteiros Importante data do varejo eletrônico chinês é ameaçada por dados ruins e menor confiança no consumo,0,"[[0.9636175632476807, 0.03525977581739426, 0.001122593297623098]]"
1691,"Temores fiscais voltam a derrubar Ibovespa e real Dólar subiu 0,8% e índice caiu 1,54%; Americanas despencou",0,"[[0.7561656832695007, 0.24148057401180267, 0.0023536928929388523]]"
1692,Temporada de balanços entra em sua última semana com Embraer e JBS entre os destaques Ânima e Embraer divulgam seus resultados antes da abertura do mercado na segunda-feira,1,"[[0.0003167196409776807, 0.9969088435173035, 0.0027745135594159365]]"
1693,"Temu amplia liderança sobre Shein nos EUA enquanto os clientes aceitam uma pechincha As transações da Temu nos EUA superaram as da Shein pela primeira vez em maio. A vantagem vem sendo ampliada desde então, registrando em novembro quase o triplo das vendas observadas da Shein no país",2,"[[0.00034778029657900333, 0.006253607105463743, 0.9933986663818359]]"
1694,"Tendências: Agenda cada vez mais digital é aposta para o futuro A nona edição da pesquisa feita pela Strategy& para o Valor mostra que as empresas dobraram os investimentos em inteligência artificial, automação e robotização desde 2021",1,"[[0.0002708303218241781, 0.9944875836372375, 0.005241663195192814]]"
1695,"Tensão cresce e dólar volta a rondar os R$ 5,40 Ibovespa perde 2,33% e juros sobem em meio à piora global",0,"[[0.9242416024208069, 0.07257247716188431, 0.0031858670990914106]]"
1696,"Tensão entre governo e BC pesa e derruba bolsa e real No pregão pós-Copom, Ibovespa perde os 100 mil pontos",1,"[[0.011300718411803246, 0.9878673553466797, 0.0008318719919770956]]"
1697,"Tentativas de fraude no Natal caem 15% ante 2022, diz ClearSale ",0,"[[0.8501423001289368, 0.14831271767616272, 0.001544957747682929]]"
1698,"Tentativas de fraude somam R$ 1,3 milhão nas primeiras 12 horas da Cyber Monday Segundo levantamento da ClearSale, as principais categorias afetadas foram: eletrodomésticos (3,8%), celulares (2,1%), eletrônicos (1,3%), bebidas (1,2%) e ferramentas (1,1%).",0,"[[0.6270013451576233, 0.3686756193637848, 0.004323056899011135]]"
1699,"Terceiro trimestre fraco aumenta pressão sobre Black Friday e Copa Ações comerciais e encomendas à indústria apontam para expectativa de aumento de vendas entre 5% e 25%, mas base de comparação é fraca",0,"[[0.8164640665054321, 0.1491950899362564, 0.03434092923998833]]"
1700,Tereos entra no segmento varejista do mercado livre de energia A companhia tem potencial para produzir cerca de 1.500 gigawatt-hora (GWh) por ano de energia excedente para o sistema elétrico,1,"[[0.00015672337030991912, 0.9979783892631531, 0.0018649802077561617]]"
1701,"Tese de PIB potencial maior perdeu fôlego, defende economista Marcela Rocha, da Principal Claritas, afirma que quarto trimestre seguido de queda do investimento coloca ideia em xeque",0,"[[0.9893063902854919, 0.009944038465619087, 0.0007495838217437267]]"
1702,Tese sobre juros consagra Atlas vencedora do desafio de gestão do Safra Carteira da asset fictícia entregou 126% do CDI de agosto a novembro em competição universitária,1,"[[0.0009430496720597148, 0.8046367168426514, 0.1944202184677124]]"
1703,"Tesouro: Governo central tem déficit primário de R$ 39,4 bi em novembro O montante foi o segundo maior para o mês em termos reais em toda a série histórica. Nos 12 meses até novembro, houve déficit de R$ 109,7 bilhões",1,"[[0.35855668783187866, 0.6339956521987915, 0.007447705138474703]]"
1704,"Testar autonomia do BC em uma mudança de governo é desafio, diz Campos Neto “Tem um atrito e um ruído natural”, afirmou",1,"[[0.0004842357593588531, 0.9985244870185852, 0.0009913312969729304]]"
1705,"Teto de juros no rotativo não traz mudança estrutural a indústria de cartões, diz Goldman Sachs Analistas do banco apontam que maioria dos saldos rotativos giram apenas por cerca de um mês e, portanto, não acabam cobrando mais de 100% de juros",1,"[[0.02658669650554657, 0.9696657061576843, 0.0037476839497685432]]"
1706,"Teto do rotativo previsto no Desenrola deve prevalecer por falta de consenso no setor Perto do fim do prazo para apresentação de proposta que reduza taxa, chance de acordo entre bancos, empresas de maquininhas e varejistas é remota; texto da lei estabelece limite de 100% do valor da dívida para cobrança de juros",1,"[[0.0009466327028349042, 0.9882213473320007, 0.010831974446773529]]"
1707,Texto passou por ajustes horas antes de aprovação na assembleia ,1,"[[0.0002103098522638902, 0.9993896484375, 0.00040005671326071024]]"
1708,Trabalhadores dos Correios anunciam greve na Black Friday em Tocantins; São Paulo e Rio avaliam Sindicato alega inconsistências em acordos coletivos de trabalho firmados com a estatal em 2023-2024,0,"[[0.9941653609275818, 0.005240919534116983, 0.0005937553360126913]]"
1709,"Trabalhadores podem sacar abono salarial do PISPasep até hoje. Veja como Tem direito ao benefício todo trabalhador que tenha exercido função com carteira assinada, para empregador pessoa jurídica, por ao menos 30 dias, com remuneração média de até dois salários mínimos",1,"[[0.0004019595799036324, 0.9987577199935913, 0.0008403563988395035]]"
1710,"Tracbel vê investimento retornar em 2024 e receita somar US$ 1 bi Após 2023 estável, grupo mineiro prevê expansão em todas as áreas de atuação",2,"[[0.0005940845003351569, 0.2034653127193451, 0.7959405779838562]]"
1711,Trajano diz ser muito cedo para falar sobre denúncia no Magazine Luiza Denúncia está ligada à bonificação de fornecedores,1,"[[0.002157642040401697, 0.9934319853782654, 0.004410447087138891]]"
1712,"Transação mais usada, Pix tem outras modalidades Pix automático deve ser lançado no início de 2024",1,"[[0.0001058349444065243, 0.9994999170303345, 0.0003942406037822366]]"
1713,"Transações na véspera da Black Friday 2023 crescem 26,6%, em base anual Levantamento com varejistas identificou pico de compras no sábado (18), com 20 milhões de transações",2,"[[0.004549402743577957, 0.03479217737913132, 0.9606584310531616]]"
1714,"Transferências de renda têm aumento forte e ajudam a impulsionar consumo das famílias Em 2023, o Bolsa Família totaliza R$ 168 bilhões, 317% a mais que na média dos quatro anos anteriores à pandemia",2,"[[0.00028589690919034183, 0.0012736325152218342, 0.9984404444694519]]"
1715,Transição verde exige mais recursos do setor privado Especialistas veem necessidade de redirecionar dinheiro alocado em fontes fósseis,1,"[[0.0002136685943696648, 0.9978011250495911, 0.0019852682016789913]]"
1716,"Transparência em investimentos é passo sem volta Apesar de adiamento da segunda parte das regras da CVM para novembro, tema segue na pauta de participantes do mercado",1,"[[0.00013723787560593337, 0.9992490410804749, 0.000613719574175775]]"
1717,Transportadores e varejo adotam planos para reduzir emissões Veículos elétricos possuem uma pegada de carbono 90% menor que os que utilizam diesel,1,"[[0.00021639249462168664, 0.9933510422706604, 0.006432673893868923]]"
1718,Treasuries voltam a pressionar ativos Dados fortes da economia dos EUA reiteram leitura de que Fed manterá política restritiva e levam curva de juros local a novo dia de estresse; Ibovespa cai,1,"[[0.18569813668727875, 0.8073974847793579, 0.006904317531734705]]"
1719,Tribunais impedem cobrança de tributos sobre cargas roubadas Decisões garantem benefício fiscal concedido a exportadoras vítimas de roubo,1,"[[0.00970541127026081, 0.9780749082565308, 0.012219670228660107]]"
1720,Troca na presidência deflagra mudanças na cúpula do Bradesco Um vice-presidente e uma diretora-executiva deixam o banco após substituição de Octavio de Lazari Jr. no cargo de CEO,0,"[[0.8741207122802734, 0.12421517819166183, 0.0016641347901895642]]"
1721,"Tudo conectado Brasil tem cerca de 156 milhões de usuários da rede, que passam mais de 9,5 horas por dia em frente às telas",1,"[[0.00019545303075574338, 0.9995139837265015, 0.00029061298118904233]]"
1722,"Tíquete médio deve encolher no e-commerce Mesmo com previsão de leve crescimento nas vendas em 2023, empresas precisarão ter maior controle sobre os custos da operação",2,"[[0.0005821749800816178, 0.03039943054318428, 0.9690183997154236]]"
1723,"UHG quer definir comprador da Amil ainda neste ano Gestora Bain e os empresários José Seripieri Júnior e Nelson Tanure estão na disputa pelo ativo, que tem passivos da ordem de R$ 10 bilhões",1,"[[0.00029194974922575057, 0.9991139769554138, 0.0005941314157098532]]"
1724,"Ullisses Assis renuncia ao cargo de diretor-presidente da BB Seguridade; André Haui é indicado Até que o novo eleito assuma, o conselho indicou Rafael Augusto Sperendio, diretor de finanças e de relações com investidores, para exercer a direção-geral de forma interina",1,"[[0.00213348469696939, 0.9968331456184387, 0.0010333030950278044]]"
1725,Vale a pena comprar passagem aérea na Black Friday 2023? Dia de descontos está marcado para próxima sexta-feira,1,"[[0.0005546184256672859, 0.9991023540496826, 0.0003430579381529242]]"
1726,"Vale a pena comprar peso argentino antes da viagem? Entenda A Argentina, em razão de sua crise econômica, se tornou sinônimo de viagem barata para os brasileiros ",1,"[[0.05662652105093002, 0.9394851326942444, 0.0038884184323251247]]"
1727,Vale e siderúrgicas apoiam Ibovespa em dia de liquidez reduzida Os papéis ligados às commodities metálicas sobem com a expectativa de mais auxílios econômicos da China,2,"[[0.0022273026406764984, 0.25704067945480347, 0.7407320141792297]]"
1728,"Valor Inovação: O top 5 no comércio Mercado Livre, Lojas Renner, Grupo Soma, Magazine Luíza e Comexport são os destaques do setor no anuário Valor Inovação Brasil 2023",1,"[[0.00010506077524041757, 0.999228835105896, 0.0006660460494458675]]"
1729,"Varejistas endurecem regras para lojista nos marketplaces As mudanças envolvem o aumento de exigências e controles, a redução de subsídios ao frete e a elevação das taxas de comissão cobradas sobre as vendas",1,"[[0.023494144901633263, 0.9709300994873047, 0.00557571230456233]]"
1730,Varejistas reforçam medidas de segurança para evitar cibercrime ,2,"[[0.0012115930439904332, 0.11689959466457367, 0.881888747215271]]"
1731,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1732,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1733,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1734,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1735,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1736,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1737,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1738,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1739,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1740,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1741,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1742,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1743,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1744,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1745,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1746,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1747,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1748,Varejistas repassam aumentos de impostos para o consumidor Movimento se deve a mudanças em regras por parte da União e do STF e à elevação do ICMS em 11 Estados,1,"[[0.002237378153949976, 0.9901608228683472, 0.007601725868880749]]"
1749,Varejistas se reúnem com Alckmin e Mercadante para debater revogação da reforma trabalhista Outro tema discutido foi sobre como a reforma tributária deverá ser conduzida em eventual governo do PT,1,"[[0.00013647577725350857, 0.9988448619842529, 0.0010186671279370785]]"
1750,Varejo aposta em descontos mais agressivos na Cyber Monday após fracasso da Black Friday Comércio vai tentar compensar decepção com vendas da última sexta-feira ,0,"[[0.9933549165725708, 0.006070183590054512, 0.0005749669508077204]]"
1751,"Varejo contraria expectativa e volta a cair em outubro, aponta Stone Indicador caiu 2,8% ante ano anterior e deve encerrar 2023 abaixo de 2022",0,"[[0.9877058863639832, 0.011723537929356098, 0.0005705855437554419]]"
1752,Varejo critica isenção a importação e Haddad promete isonomia Importação de até US$ 50 tem alíquota de 60% zerada - Fazenda estuda uma alíquota abaixo desse patamar para mais adiante,1,"[[0.0005287657841108739, 0.9968871474266052, 0.0025841936003416777]]"
1753,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1754,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1755,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1756,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1757,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1758,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1759,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1760,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1761,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1762,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1763,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1764,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1765,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1766,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1767,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1768,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1769,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1770,"Varejo deve sentir juros mais altos, após adiamento do ajuste fiscal Juros de longo prazo mais altos impactam as previsões para a economia num momento em que as redes de varejo de bens duráveis e semiduráveis sinalizavam uma retomada um pouco mais consistente nas vendas",2,"[[0.019065087661147118, 0.34688279032707214, 0.6340521574020386]]"
1771,Varejo deve voltar ao ‘voo de galinha’ Grandes redes falam em “seca” de crédito ou em liberação de linhas em bancos a taxas de juros de 18% a 20% ao ano,1,"[[0.0004348580550868064, 0.9991087317466736, 0.0004563585971482098]]"
1772,"Varejo deve voltar ao ‘voo de galinha’ Para proteger o caixa, grandes redes como Casas Bahia e Riachuelo cortam desembolsos neste ano",1,"[[0.00014610476500820369, 0.9992675185203552, 0.0005862897378392518]]"
1773,Varejo digital tem pior Black Friday da história Estratégia agora se volta para o Natal que historicamente traz menos ofertas,0,"[[0.9380306005477905, 0.06098657846450806, 0.0009827481117099524]]"
1774,"Varejo faturou 6,4% menos durante o apagão em São Paulo Setor mais afetado durante o apagão foi o de bares e restaurantes, com queda de 13,7% no faturamento",1,"[[0.2711232602596283, 0.7263495922088623, 0.0025271379854530096]]"
1775,"Varejo ganhou fôlego em novembro, mostra índice Após queda de outubro, vendas subiram 1,8% no mês da Black Friday, aponta Índice de Atividade Econômica Stone Varejo",2,"[[0.00044125859858468175, 0.002204358112066984, 0.9973543882369995]]"
1776,Varejo on-line perde tração e loja física ganha força Expectativa do mercado é que os canais físicos possam ter um peso importante para o desempenho do setor e “salvar” o ano,2,"[[0.000305097084492445, 0.007740360219031572, 0.991954505443573]]"
1777,"Varejo paulistano avança 1,9% em novembro, diz Associação Comercial Para o economista Ulisses Ruiz de Gamboa, da ACSP, resultado reflete os efeitos positivos do avanço do emprego e do aumento da renda",2,"[[0.0002900640247389674, 0.0009834689553827047, 0.9987264275550842]]"
1778,Varejo pode questionar na Justiça norma do Confaz sobre uso de créditos de ICMS Convênio nº 178 do Confaz torna “obrigatória” a transferência de créditos do imposto ao Estado de destino da mercadoria,1,"[[0.0004982852260582149, 0.9981485605239868, 0.001353083411231637]]"
1779,"Varejo reage a sites estrangeiros e vai comprar e vender itens de fora Redes brasileiras tentam melhorar a competitividade, num momento em que plataformas do exterior podem trazer mercadorias com isenção de tarifa",2,"[[0.0012607451062649488, 0.47581592202186584, 0.5229232907295227]]"
1780,"Varejo reage contra isenção a marketplaces, e ações do setor já são afetadas na bolsa Entidade que representa as empresas brasileiras questionou Senacon e Correios sobre medidas contra fraudes",0,"[[0.530984103679657, 0.4659592807292938, 0.0030566733330488205]]"
